"","Year","Province","Electoral.District.Name.Nom.de.circonscription","Electoral.District.Number.Numéro.de.circonscription","Candidate.Candidat","Candidate.Residence.Résidence.du.candidat","Candidate.Occupation.Profession.du.candidat","Votes.Obtained.Votes.obtenus","Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus","Majority.Majorité","Majority.Percentage.Pourcentage.de.majorité"
"2304",2015,"Ontario","Don Valley North/Don Valley-Nord",35020,"Akil Sadikali NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Software Developer/Développeur de logiciels ",3896,8.5,NA,NA
"2305",2015,"Ontario","Don Valley North/Don Valley-Nord",35020,"Caroline Brown Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Campaign Coordinator/Coordonnatrice de la campagne",1018,2.2,NA,NA
"2306",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"Rob Oliphant Liberal/Libéral","Toronto, Ont.","Health Charity Executive/Directeur d'organisme de bienfaisance en santé",27472,53.8,8266,16.2
"2307",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"John Carmichael ** Conservative/Conservateur","Toronto, Ont.","Businessman/Homme d'affaires",19206,37.6,NA,NA
"2308",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"Syeda Riaz NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Student/Étudiante",3076,6,NA,NA
"2309",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"Natalie Hunt ** Green Party/Parti Vert","Victoria, B.C./ C.-B.","Operations Manager/Gestionnaire des opérations",848,1.7,NA,NA
"2310",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"John Kittredge Libertarian/Libertarien","Toronto, Ont.","Retired/Retraité",325,0.6,NA,NA
"2311",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"Elizabeth Hill Communist/Communiste","Toronto, Ont.","Retired/Retraitée",84,0.2,NA,NA
"2312",2015,"Ontario","Don Valley West/Don Valley-Ouest",35021,"Sharon Cromwell Independent/Indépendant","Toronto, Ont.","Security professional/Professionnelle en sûreté",75,0.1,NA,NA
"2313",2015,"Ontario","Dufferin--Caledon",35022,"David Allan Tilson ** Conservative/Conservateur","Mono, Ont.","Parliamentarian/Parlementaire",27977,46.3,4334,7.2
"2314",2015,"Ontario","Dufferin--Caledon",35022,"Ed Crewson Liberal/Libéral","Shelburne, Ont.","Insurance Broker/Courtier d'assurances",23643,39.1,NA,NA
"2315",2015,"Ontario","Dufferin--Caledon",35022,"Nancy Urekar Green Party/Parti Vert","Orangeville, Ont.","Retail Business Owner/Propriétaire d'un commerce de détail",4433,7.3,NA,NA
"2316",2015,"Ontario","Dufferin--Caledon",35022,"Rehya Yazbek NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Inglewood, Ont.","Staff Representative/Représentante du personnel",4398,7.3,NA,NA
"2317",2015,"Ontario","Durham",35023,"Erin O'Toole ** Conservative/Conservateur","Courtice, Ont.","Lawyer/Avocat",28967,45.1,6018,9.4
"2318",2015,"Ontario","Durham",35023,"Corinna Traill Liberal/Libéral","Newcastle, Ont.","Lawyer/Avocate",22949,35.8,NA,NA
"2319",2015,"Ontario","Durham",35023,"Derek Spence NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Newtonville, Ont.","Custodian/Gardien",10289,16,NA,NA
"2320",2015,"Ontario","Durham",35023,"Stacey Leadbetter Green Party/Parti Vert","Whitby, Ont.","Law clerk/Technicienne judiciaire",1616,2.5,NA,NA
"2321",2015,"Ontario","Durham",35023,"Andrew Moriarity Christian Heritage Party/Parti de l'Héritage Chrétien","Bowmanville, Ont.","District Manager/Directeur de district",364,0.6,NA,NA
"2322",2015,"Ontario","Eglinton--Lawrence",35024,"Marco Mendicino Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",27278,48.9,3490,6.3
"2323",2015,"Ontario","Eglinton--Lawrence",35024,"Joe Oliver ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",23788,42.6,NA,NA
"2324",2015,"Ontario","Eglinton--Lawrence",35024,"Andrew Thomson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Business Person/Personne d'affaires",3505,6.3,NA,NA
"2325",2015,"Ontario","Eglinton--Lawrence",35024,"Matthew Chisholm Green Party/Parti Vert","Toronto, Ont.","Community Organizer/Organisateur communautaire",799,1.4,NA,NA
"2326",2015,"Ontario","Eglinton--Lawrence",35024,"Ethan Buchman Libertarian/Libertarien","Guelph, Ont.","Software Engineer/Ingénieur en logiciel",308,0.6,NA,NA
"2327",2015,"Ontario","Eglinton--Lawrence",35024,"Rudy Brunell Solomonovici Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Toronto, Ont.","Book-Keeper/Aide-comptable",114,0.2,NA,NA
"2328",2015,"Ontario","Elgin--Middlesex--London",35025,"Karen Louise Vecchio Conservative/Conservateur","St. Thomas, Ont.","Executive Assistant to the Member of Parliament/Adjointe exécutive du député",28023,49.2,10381,18.2
"2329",2015,"Ontario","Elgin--Middlesex--London",35025,"Lori Baldwin-Sands Liberal/Libéral","St. Thomas, Ont.","Property Manager/Gestionnaire immobilier",17642,31,NA,NA
"2330",2015,"Ontario","Elgin--Middlesex--London",35025,"Fred Sinclair NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. Thomas, Ont.","Customer Service Representative/Préposé au service à la clientèle",8771,15.4,NA,NA
"2331",2015,"Ontario","Elgin--Middlesex--London",35025,"Bronagh Joyce Morgan Green Party/Parti Vert","London, Ont.","Legal Writer/Rédactrice juridique",1783,3.1,NA,NA
"2332",2015,"Ontario","Elgin--Middlesex--London",35025,"Michael Hopkins Christian Heritage Party/Parti de l'Héritage Chrétien","St. Thomas, Ont.","Machinist/Machiniste",529,0.9,NA,NA
"2333",2015,"Ontario","Elgin--Middlesex--London",35025,"Lou Bernardi Rhinoceros/Rhinocéros","St. Thomas, Ont.","Student and Software Developer/Etudiant et Développeur de logiciels",185,0.3,NA,NA
"2334",2015,"Ontario","Essex",35026,"Tracey Ramsey NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Belle River, Ont.","Auto Assembler/Assembleur automobile",25072,41.4,3470,5.7
"2335",2015,"Ontario","Essex",35026,"Jeff Watson ** Conservative/Conservateur","Amherstburg, Ont.","Parliamentarian/Parlementaire",21602,35.7,NA,NA
"2336",2015,"Ontario","Essex",35026,"Audrey Festeryga Liberal/Libéral","Kingsville, Ont.","Lawyer/Avocate",12639,20.9,NA,NA
"2337",2015,"Ontario","Essex",35026,"Jennifer Alderson Green Party/Parti Vert","Belle River, Ont.","Postal worker/Employée des postes",1141,1.9,NA,NA
"2338",2015,"Ontario","Essex",35026,"Enver Villamizar Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Teacher/Enseignant",77,0.1,NA,NA
"2339",2015,"Ontario","Etobicoke Centre/Etobicoke-Centre",35027,"Borys Wrzesnewskyj Liberal/Libéral","Mississauga, Ont.","Business Person / Owner/Personne d'affaires / Propriétaire d'entreprise",32612,52.8,9542,15.4
"2340",2015,"Ontario","Etobicoke Centre/Etobicoke-Centre",35027,"Ted Opitz ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",23070,37.3,NA,NA
"2341",2015,"Ontario","Etobicoke Centre/Etobicoke-Centre",35027,"Tanya De Mello NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Etobicoke, Ont.","University Administrator/Employée administrative dans une université",4886,7.9,NA,NA
"2342",2015,"Ontario","Etobicoke Centre/Etobicoke-Centre",35027,"Shawn Rizvi Green Party/Parti Vert","Toronto, Ont.","Consultant/Consultant",856,1.4,NA,NA
"2343",2015,"Ontario","Etobicoke Centre/Etobicoke-Centre",35027,"Rob Wolvin PC Party/Parti PC","Toronto, Ont.","Locations Support ¿ Film and Television/Assistant, lieux de tournage - Film et télévision",378,0.6,NA,NA
"2344",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"Kirsty Duncan ** Liberal/Libéral","Etobicoke, Ont.","Parliamentarian/Parlementaire",26251,62.4,16578,39.4
"2345",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"Toyin Dada Conservative/Conservateur","Etobicoke, Ont.","Social worker, Non Profit Management/Intervenant social, la gestion à but non lucratif",9673,23,NA,NA
"2346",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"Faisal Hassan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Etobicoke, Ont.","Executive Assistant/Adjoint de direction",5220,12.4,NA,NA
"2347",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"Akhtar Ayub Green Party/Parti Vert","Etobicoke, Ont.","Service Consultant/Consultant en service",524,1.2,NA,NA
"2348",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"Anna Di Carlo Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Relocation Counselor/Conseillère en déplacement",232,0.6,NA,NA
"2349",2015,"Ontario","Etobicoke North/Etobicoke-Nord",35029,"George Szebik No Affiliation/Aucune appartenance","Toronto, Ont.","Salesman/Vendeur",164,0.4,NA,NA
"2350",2015,"Ontario","Etobicoke--Lakeshore",35028,"James Maloney Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",34638,53.7,13706,21.2
"2351",2015,"Ontario","Etobicoke--Lakeshore",35028,"Bernard Trottier ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",20932,32.4,NA,NA
"2352",2015,"Ontario","Etobicoke--Lakeshore",35028,"Phil Trotter NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Lawyer/Avocat",7030,10.9,NA,NA
"2353",2015,"Ontario","Etobicoke--Lakeshore",35028,"Angela Salewsky Green Party/Parti Vert","Toronto, Ont.","Business Development Manager/Gestionnaire du développement",1507,2.3,NA,NA
"2354",2015,"Ontario","Etobicoke--Lakeshore",35028,"Liz White Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Toronto, Ont.","Animal and Environmental Protection/Protection des animaux et de l'environnement",233,0.4,NA,NA
"2355",2015,"Ontario","Etobicoke--Lakeshore",35028,"Janice Murray Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Bindery Operator/Employée d'atelier de reliure",168,0.3,NA,NA
"2356",2015,"Ontario","Flamborough--Glanbrook",35030,"David Sweet ** Conservative/Conservateur","Ancaster, Ont.","Parliamentarian/Parlementaire",24137,43.5,2409,4.3
"2357",2015,"Ontario","Flamborough--Glanbrook",35030,"Jennifer Stebbing Liberal/Libéral","Burlington, Ont.","Lawyer/Avocate",21728,39.1,NA,NA
"2358",2015,"Ontario","Flamborough--Glanbrook",35030,"Mike DiLivio NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Stoney Creek, Ont.","Electrician/Électricien",7779,14,NA,NA
"2359",2015,"Ontario","Flamborough--Glanbrook",35030,"David Allan Urquhart Green Party/Parti Vert","Hamilton, Ont.","Retired/Retraité",1866,3.4,NA,NA
"2360",2015,"Ontario","Glengarry--Prescott--Russell",35031,"Francis Drouin Liberal/Libéral","Rockland, Ont.","Lobbyist/Lobbyiste",34189,53.3,10822,16.9
"2361",2015,"Ontario","Glengarry--Prescott--Russell",35031,"Pierre Lemieux ** Conservative/Conservateur","Cumberland, Ont.","Parliamentarian/Parlementaire",23367,36.4,NA,NA
"2362",2015,"Ontario","Glengarry--Prescott--Russell",35031,"Normand Laurin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Vankleek Hill, Ont.","IT Consultant/Consultant en technologie de l'information",5087,7.9,NA,NA
"2363",2015,"Ontario","Glengarry--Prescott--Russell",35031,"Genevieve Malouin-Diraddo Green Party/Parti Vert","Alexandria, Ont.","Freelance Graphic Designer/Conceptrice graphique pigiste",1153,1.8,NA,NA
"2364",2015,"Ontario","Glengarry--Prescott--Russell",35031,"Jean-Serge Brisson Libertarian/Libertarien","Embrun, Ont.","Self-employed/Travailleur indépendant",377,0.6,NA,NA
"2365",2015,"Ontario","Guelph",35032,"Lloyd Longfield Liberal/Libéral","Guelph, Ont.","Management Consultant/Consultant en gestion",34303,49.1,15896,22.8
"2366",2015,"Ontario","Guelph",35032,"Gloria Kovach Conservative/Conservateur","Guelph, Ont.","Nurse/Infirmière",18407,26.3,NA,NA
"2367",2015,"Ontario","Guelph",35032,"Andrew Seagram NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Guelph, Ont.","School Board Administrator/Administrateur de conseil scolaire",8392,12,NA,NA
"2368",2015,"Ontario","Guelph",35032,"Gord Miller Green Party/Parti Vert","North Bay, Ont.","Consultant/Consultant",7909,11.3,NA,NA
"2369",2015,"Ontario","Guelph",35032,"Alexander Fekri Libertarian/Libertarien","Guelph, Ont.","Student/Etudiant",520,0.7,NA,NA
"2370",2015,"Ontario","Guelph",35032,"Kornelis Klevering Radical Marijuana/Radical Marijuana","Guelph, Ont.","Groundskeeper/Intendant de terrain de golf",193,0.3,NA,NA
"2371",2015,"Ontario","Guelph",35032,"Tristan Dineen Communist/Communiste","Guelph, Ont.","University of Guelph Student Association CEO/Directeur, Association des étudiants",144,0.2,NA,NA
"2372",2015,"Ontario","Haldimand--Norfolk",35033,"Diane Finley ** Conservative/Conservateur","Simcoe, Ont.","Parliamentarian/Parlementaire",24714,44.1,4227,7.5
"2373",2015,"Ontario","Haldimand--Norfolk",35033,"Joan Mouland Liberal/Libéral","Waterford, Ont.","Lawyer/Avocate",20487,36.6,NA,NA
"2374",2015,"Ontario","Haldimand--Norfolk",35033,"John Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Simcoe, Ont.","IT Technician/Technicien en technologie de l'information",7625,13.6,NA,NA
"2375",2015,"Ontario","Haldimand--Norfolk",35033,"Wayne Ettinger Green Party/Parti Vert","Dunnville, Ont.","Businessman/Hommes d'affaires",1857,3.3,NA,NA
"2376",2015,"Ontario","Haldimand--Norfolk",35033,"Dave Bylsma Christian Heritage Party/Parti de l'Héritage Chrétien","St. Anns, Ont.","Woodworking/Travailleur du bois",884,1.6,NA,NA
"2377",2015,"Ontario","Haldimand--Norfolk",35033,"Dustin Wakeford Independent/Indépendant","Simcoe, Ont.","Self-Employed/Travailleur indépendant",272,0.5,NA,NA
"2378",2015,"Ontario","Haldimand--Norfolk",35033,"Leslie Bory Independent/Indépendant","Dunnville, Ont.","Machinist/Machiniste",151,0.3,NA,NA
"2379",2015,"Ontario","Haliburton--Kawartha Lakes--Brock",35034,"Jamie Schmale Conservative/Conservateur","Lindsay, Ont.","Political Staff/Journalist/Personnel politique/Journaliste",27718,44.8,8084,13.1
"2380",2015,"Ontario","Haliburton--Kawartha Lakes--Brock",35034,"David Marquis Liberal/Libéral","Sunderland, Ont.","Self-employed/Travailleur indépendant",19634,31.8,NA,NA
"2381",2015,"Ontario","Haliburton--Kawartha Lakes--Brock",35034,"Mike Perry NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Little Britain, Ont.","Lawyer, Social Worker/Avocat, Intervenant social",12012,19.4,NA,NA
"2382",2015,"Ontario","Haliburton--Kawartha Lakes--Brock",35034,"Bill MacCallum Green Party/Parti Vert","Omemee, Ont.","Teacher/Enseignant",2470,4,NA,NA
"2383",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"David Christopherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hamilton, Ont.","Parliamentarian/Parlementaire",18719,45.6,5001,12.2
"2384",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Anne Tennier Liberal/Libéral","Hamilton, Ont.","Engineer/Ingénieure",13718,33.4,NA,NA
"2385",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Yonatan Rozenszajn Conservative/Conservateur","Hamilton, Ont.","Lawyer/Avocat",6018,14.6,NA,NA
"2386",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Ute Schmid-Jones Green Party/Parti Vert","Hamilton, Ont.","Communication Specialist/Spécialiste en communications",1778,4.3,NA,NA
"2387",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Michael James Baldasaro Radical Marijuana/Radical Marijuana","Hamilton, Ont.","Minister/Ministre",348,0.8,NA,NA
"2388",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Rob Young Libertarian/Libertarien","Hamilton, Ont.","CEO/PDG",316,0.8,NA,NA
"2389",2015,"Ontario","Hamilton Centre/Hamilton-Centre",35035,"Maria Anastasiou Independent/Indépendant","Hamilton, Ont.","Early Childhood Educator/Éducatrice de la petite enfance",186,0.5,NA,NA
"2390",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Bob Bratina Liberal/Libéral","Hamilton, Ont.","Broadcaster/Radiodiffuseur",19622,39,3157,6.3
"2391",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Wayne Marston ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hamilton, Ont.","Parliamentarian/Parlementaire",16465,32.7,NA,NA
"2392",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Diane Bubanko Conservative/Conservateur","Hamilton, Ont.","Entrepreneur/Entrepreneur",12715,25.3,NA,NA
"2393",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Erin Davis Green Party/Parti Vert","Ancaster, Ont.","Financial Advisor/Conseillère financière",1305,2.6,NA,NA
"2394",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Bob Mann Communist/Communiste","Hamilton, Ont.","Retired Steelworker/Métallo à la retraite",170,0.3,NA,NA
"2395",2015,"Ontario","Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",35036,"Wendell Fields Marxist-Leninist/Marxiste-Léniniste","Hamilton, Ont.","Unemployed/Sans emploi",55,0.1,NA,NA
"2396",2015,"Ontario","Hamilton Mountain",35037,"Scott Duvall NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hamilton, Ont.","City Councillor/Conseiller municipal",18146,35.9,1213,2.4
"2397",2015,"Ontario","Hamilton Mountain",35037,"Shaun Burt Liberal/Libéral","Hamilton, Ont.","Teacher/Enseignant",16933,33.5,NA,NA
"2398",2015,"Ontario","Hamilton Mountain",35037,"Al Miles Conservative/Conservateur","Stoney Creek, Ont.","Youth Worker/Travailleur auprès des jeunes",12991,25.7,NA,NA
"2399",2015,"Ontario","Hamilton Mountain",35037,"Raheem Aman Green Party/Parti Vert","Hamilton, Ont.","Student/Étudiant",1283,2.5,NA,NA
"2400",2015,"Ontario","Hamilton Mountain",35037,"Andrew James Caton Libertarian/Libertarien","Hamilton, Ont.","Realtor/Courtier en immeubles",763,1.5,NA,NA
"2401",2015,"Ontario","Hamilton Mountain",35037,"Jim Enos Christian Heritage Party/Parti de l'Héritage Chrétien","Ancaster, Ont.","Civil Engineering Technologist/Technicien en génie civil",438,0.9,NA,NA
"2402",2015,"Ontario","Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",35038,"Filomena Tassi Liberal/Libéral","Hamilton, Ont.","Chaplain/Aumônière",29694,47.7,9873,15.9
"2403",2015,"Ontario","Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",35038,"Vincent Samuel Conservative/Conservateur","Hamilton, Ont.","Director of Clinical Services / retired/Directeur des services cliniques / retraité",19821,31.8,NA,NA
"2404",2015,"Ontario","Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",35038,"Alex Johnstone NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ancaster, Ont.","Public School Board Trustee/Conseillère scolaire publique",10131,16.3,NA,NA
"2405",2015,"Ontario","Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",35038,"Peter Ormond Green Party/Parti Vert","Hamilton, Ont.","Engineer/Ingénieur",2633,4.2,NA,NA
"2406",2015,"Ontario","Hastings--Lennox and Addington",35039,"Mike Bossio Liberal/Libéral","Marysville, Ont.","Recruiter/Recruteur",21104,42.4,225,0.5
"2407",2015,"Ontario","Hastings--Lennox and Addington",35039,"Daryl Kramp ** Conservative/Conservateur","Madoc, Ont.","Parliamentarian/Parlementaire",20879,41.9,NA,NA
"2408",2015,"Ontario","Hastings--Lennox and Addington",35039,"Betty Bannon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Foxboro, Ont.","Retired/Retraitée",6348,12.7,NA,NA
"2409",2015,"Ontario","Hastings--Lennox and Addington",35039,"Cam Mather Green Party/Parti Vert","Tamworth, Ont.","Farmer/Fermier",1466,2.9,NA,NA
"2410",2015,"Ontario","Humber River--Black Creek",35121,"Judy Sgro ** Liberal/Libéral","Thornhill, Ont.","Parliamentarian/Parlementaire",23995,66.9,16767,46.8
"2411",2015,"Ontario","Humber River--Black Creek",35121,"Kerry Vandenberg Conservative/Conservateur","Toronto, Ont.","Canadian Armed Forces Officer/Officier des Forces armées canadiennes",7228,20.2,NA,NA
"2412",2015,"Ontario","Humber River--Black Creek",35121,"Darnel Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Student/Étudiant",3851,10.7,NA,NA
"2413",2015,"Ontario","Humber River--Black Creek",35121,"Keith Jarrett Green Party/Parti Vert","Toronto, Ont.","Student/Étudiant",584,1.6,NA,NA
"2414",2015,"Ontario","Humber River--Black Creek",35121,"Christine Nugent Marxist-Leninist/Marxiste-Léniniste","Elmvale, Ont.","College Instructor/Formateur au niveau collégial",201,0.6,NA,NA
