Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, 
2015,British Columbia/Colombie-Britannique,Coquitlam--Port Coquitlam,Lewis Clarke Dahlby Libertarian/Libertarien,Business Owner/Propriétaire d'entreprise,1014,1.8,
2015,British Columbia/Colombie-Britannique,Courtenay--Alberni,Gord Johns NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Business Owner/Propriétaire d'entreprise,26582,38.1,
2015,British Columbia/Colombie-Britannique,Courtenay--Alberni,John Duncan ** Conservative/Conservateur,Parliamentarian/Parlementaire,19714,28.2,
2015,British Columbia/Colombie-Britannique,Courtenay--Alberni,Carrie Powell-Davidson Liberal/Libéral,Writer/Écrivaine,15212,21.8,
2015,British Columbia/Colombie-Britannique,Courtenay--Alberni,Glenn Sollitt Green Party/Parti Vert,Seafood distributor/Distributeur de fruits de mer,8201,11.7,
2015,British Columbia/Colombie-Britannique,Courtenay--Alberni,Barbara Biley Marxist-Leninist/Marxiste-Léniniste,Health Care Worker/Travailleuse de la santé,140,0.2,
2015,British Columbia/Colombie-Britannique,Cowichan--Malahat--Langford,Alistair MacGregor NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Constituency Assistant/Adjoint de circonscription,22200,35.9,
2015,British Columbia/Colombie-Britannique,Cowichan--Malahat--Langford,Luke Krayenhoff Liberal/Libéral,Consultant/Consultant,14685,23.8,
2015,British Columbia/Colombie-Britannique,Cowichan--Malahat--Langford,Martin Barker Conservative/Conservateur,Chiropractor/Chiropraticien,14091,22.8,
2015,British Columbia/Colombie-Britannique,Cowichan--Malahat--Langford,Fran Hunt-Jinnouchi Green Party/Parti Vert,Business Owner/Propriétaire d'entreprise,10462,16.9,
2015,British Columbia/Colombie-Britannique,Cowichan--Malahat--Langford,Alastair Haythornthwaite Marxist-Leninist/Marxiste-Léniniste,Retired machinist/Machiniste retraité,340,0.6,
2015,British Columbia/Colombie-Britannique,Delta,Carla Qualtrough Liberal/Libéral,Lawyer/Avocate,27355,49.1,
2015,British Columbia/Colombie-Britannique,Delta,Kerry-Lynne Findlay ** Conservative/Conservateur,Parliamentarian/Parlementaire,18255,32.8,
2015,British Columbia/Colombie-Britannique,Delta,Jeremy Leveque NDP-New Democratic Party/NPD-Nouveau Parti démocratique,PhD Candidate/Candidat au doctorat,8311,14.9,
2015,British Columbia/Colombie-Britannique,Delta,Anthony Edward Devellano Green Party/Parti Vert,Auto Sales/Commerce en automobiles,1768,3.2,
2015,British Columbia/Colombie-Britannique,Esquimalt--Saanich--Sooke,Randall Garrison ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,College Instructor/Formateur au niveau collégial,23836,35,
2015,British Columbia/Colombie-Britannique,Esquimalt--Saanich--Sooke,David Merner Liberal/Libéral,Lawyer/Avocat,18622,27.4,
2015,British Columbia/Colombie-Britannique,Esquimalt--Saanich--Sooke,Frances Litman Green Party/Parti Vert,Professional Photographer/Photographe professionnelle,13575,19.9,
2015,British Columbia/Colombie-Britannique,Esquimalt--Saanich--Sooke,Shari Lukens Conservative/Conservateur,Retired City Councillor/Conseiller municipal retraité,11912,17.5,
2015,British Columbia/Colombie-Britannique,Esquimalt--Saanich--Sooke,Tyson Strandlund Communist/Communiste,Student/Étudiant,136,0.2,
2015,British Columbia/Colombie-Britannique,Fleetwood--Port Kells,Ken Hardie Liberal/Libéral,Public Affairs Manager/Gestionnaire des affaires publiques,22871,46.9,
2015,British Columbia/Colombie-Britannique,Fleetwood--Port Kells,Nina Grewal ** Conservative/Conservateur,Parliamentarian/Parlementaire,14275,29.3,
2015,British Columbia/Colombie-Britannique,Fleetwood--Port Kells,Garry Begg NDP-New Democratic Party/NPD-Nouveau Parti démocratique,RCMP Officer (Retired)/Agent de la GRC (retraité),10463,21.5,
2015,British Columbia/Colombie-Britannique,Fleetwood--Port Kells,Richard Hosein Green Party/Parti Vert,Administrative coordinator/Coordonnateur administratif,1154,2.4,
2015,British Columbia/Colombie-Britannique,Kamloops--Thompson--Cariboo,Cathy McLeod ** Conservative/Conservateur,Parliamentarian/Parlementaire,24595,35.3,
2015,British Columbia/Colombie-Britannique,Kamloops--Thompson--Cariboo,Bill Sundhu NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Lawyer/Avocat,21466,30.8,
2015,British Columbia/Colombie-Britannique,Kamloops--Thompson--Cariboo,Steve Powrie Liberal/Libéral,Educator/Éducateur,21215,30.4,
2015,British Columbia/Colombie-Britannique,Kamloops--Thompson--Cariboo,Matthew Greenwood Green Party/Parti Vert,Intake Worker/Travailleur chargé de l'accueil,2489,3.6,
2015,British Columbia/Colombie-Britannique,Kelowna--Lake Country,Stephen Fuhr Liberal/Libéral,Pilot/Pilote,29614,46.2,
2015,British Columbia/Colombie-Britannique,Kelowna--Lake Country,Ron Cannan ** Conservative/Conservateur,Parliamentarian/Parlementaire,25502,39.8,
2015,British Columbia/Colombie-Britannique,Kelowna--Lake Country,Norah Mary Bowman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,College Professor/Professeure au collége,9039,14.1,
2015,British Columbia/Colombie-Britannique,Kootenay--Columbia,Wayne Stetski NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retiree/Retraité,23529,37.2,
2015,British Columbia/Colombie-Britannique,Kootenay--Columbia,David Wilks ** Conservative/Conservateur,Parliamentarian/Parlementaire,23247,36.8,
2015,British Columbia/Colombie-Britannique,Kootenay--Columbia,Don Johnston Liberal/Libéral,Retired/Retraité,12315,19.5,
2015,British Columbia/Colombie-Britannique,Kootenay--Columbia,Bill Green Green Party/Parti Vert,Biologist/manager/Biologiste/Gérant,4115,6.5,
2015,British Columbia/Colombie-Britannique,Langley--Aldergrove,Mark Warawa ** Conservative/Conservateur,Parliamentarian/Parlementaire,27333,45.6,
2015,British Columbia/Colombie-Britannique,Langley--Aldergrove,Leon Jensen Liberal/Libéral,Retired/Retraité,21894,36.6,
2015,British Columbia/Colombie-Britannique,Langley--Aldergrove,Margot Sangster NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Mental Health Educator/Éducateur de la santé mentale,7490,12.5,
2015,British Columbia/Colombie-Britannique,Langley--Aldergrove,Simmi Saminder Kaur Dhillon Green Party/Parti Vert,Homemaker / Community Advocate/Personne au foyer / avocate populaire,2644,4.4,
2015,British Columbia/Colombie-Britannique,Langley--Aldergrove,Lauren Southern Libertarian/Libertarien,Coffee Shop Manager/Gestionnaire de café,535,0.9,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Jati Sidhu Liberal/Libéral,Businessman/Homme d'affaires,16625,37.2,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Brad Vis Conservative/Conservateur,Public and Media Relations/Relations avec le public et les médias,15587,34.9,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Dennis Adamson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Local Government Representative/Représentant d'une administration locale,9174,20.5,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Arthur Alexander Green Green Party/Parti Vert,Motion Picture Technician/Technicien de cinéma,2293,5.1,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Wyatt Scott Independent/Indépendant,Business Owner/Propriétaire d'entreprise,914,2,
2015,British Columbia/Colombie-Britannique,Mission--Matsqui--Fraser Canyon,Elaine Wismer Marxist-Leninist/Marxiste-Léniniste,Heritage Interpreter/Interprète du patrimoine,58,0.1,
2015,British Columbia/Colombie-Britannique,Nanaimo--Ladysmith,Sheila Malcolmson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Manager/Gestionnaire,23651,33.2,
2015,British Columbia/Colombie-Britannique,Nanaimo--Ladysmith,Tim Tessier Liberal/Libéral,Realtor/Courtier en immeubles,16753,23.5,
2015,British Columbia/Colombie-Britannique,Nanaimo--Ladysmith,Mark Allen MacDonald Conservative/Conservateur,Publisher/Editeur,16637,23.4,
2015,British Columbia/Colombie-Britannique,Nanaimo--Ladysmith,Paul Manly Green Party/Parti Vert,Media Producer/Réalisateur des médias,14074,19.8,
2015,British Columbia/Colombie-Britannique,Nanaimo--Ladysmith,Jack East Marxist-Leninist/Marxiste-Léniniste,Retired Railway Worker/Cheminot retraité,126,0.2,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Peter Julian ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,22876,43.5,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Sasha Ramnarine Liberal/Libéral,Lawyer/Avocat,15253,29,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Chloé Ellis Conservative/Conservateur,Banker/Banquière,10512,20,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Kyle Routledge Green Party/Parti Vert,Biologist (Wildlife)/Biologiste de la faune,2487,4.7,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Rex Brocki Libertarian/Libertarien,Retired/Retraité,1368,2.6,
2015,British Columbia/Colombie-Britannique,New Westminster--Burnaby,Joseph Theriault Marxist-Leninist/Marxiste-Léniniste,Retired Health Care Worker/Travailleur de la santé retraité,146,0.3,
2015,British Columbia/Colombie-Britannique,North Island--Powell River,Rachel Blaney NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Executive Director/Directrice administrative,24340,40.2,
2015,British Columbia/Colombie-Britannique,North Island--Powell River,Laura Smith Conservative/Conservateur,Policy and Communications Advisor/Conseiller politique et en communications,15840,26.2,
2015,British Columbia/Colombie-Britannique,North Island--Powell River,Peter Schwarzhoff Liberal/Libéral,Retired Atmospheric Scientist/Atmosphériste retraité,15416,25.5,
2015,British Columbia/Colombie-Britannique,North Island--Powell River,Brenda Sayers Green Party/Parti Vert,Financial Administrator/Administratrice des finances,4940,8.2,
2015,British Columbia/Colombie-Britannique,North Okanagan--Shuswap,Mel Arnold Conservative/Conservateur,Businessman/Homme d'affaires,27490,39.3,
2015,British Columbia/Colombie-Britannique,North Okanagan--Shuswap,Cindy Derkaz Liberal/Libéral,Retired Lawyer/Avocate à la retraite,20949,29.9,
2015,British Columbia/Colombie-Britannique,North Okanagan--Shuswap,Jacqui Gingras NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Professor/Professeure,17907,25.6,
2015,British Columbia/Colombie-Britannique,North Okanagan--Shuswap,Chris George Green Party/Parti Vert,Student/Etudiant,3608,5.2,
2015,British Columbia/Colombie-Britannique,North Vancouver,Jonathan Wilkinson Liberal/Libéral,Business Person/Personne d'affaires,36458,56.7,
2015,British Columbia/Colombie-Britannique,North Vancouver,Andrew Saxton ** Conservative/Conservateur,Parliamentarian/Parlementaire,17301,26.9,
2015,British Columbia/Colombie-Britannique,North Vancouver,Claire Martin Green Party/Parti Vert,Consultant/Consultante,5350,8.3,
2015,British Columbia/Colombie-Britannique,North Vancouver,Carleen Thomas NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Project Manager/Gestionnaire de projets,5015,7.8,
2015,British Columbia/Colombie-Britannique,North Vancouver,Ismet Yetisen Libertarian/Libertarien,Hospitality Manager/Gestionnaire de l'accueil,136,0.2,
2015,British Columbia/Colombie-Britannique,North Vancouver,Payam Azad Independent/Indépendant,Businessman/Homme d'affaires,94,0.1,
2015,British Columbia/Colombie-Britannique,Pitt Meadows--Maple Ridge,Dan Ruimy Liberal/Libéral,Self-Employed/Travailleur indépendant,17673,33.9,
2015,British Columbia/Colombie-Britannique,Pitt Meadows--Maple Ridge,Mike Murray Conservative/Conservateur,Executive Assistant/Adjoint de direction,16373,31.4,
2015,British Columbia/Colombie-Britannique,Pitt Meadows--Maple Ridge,Bob D'Eith NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Lawyer/Avocat,15450,29.6,
2015,British Columbia/Colombie-Britannique,Pitt Meadows--Maple Ridge,Peter Tam Green Party/Parti Vert,System Analyst/Analyste de système ,2202,4.2,
2015,British Columbia/Colombie-Britannique,Pitt Meadows--Maple Ridge,Steve Ranta Independent/Indépendant,Retired/Retraité,452,0.9,
2015,British Columbia/Colombie-Britannique,Port Moody--Coquitlam,Fin Donnelly ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,19706,36,
2015,British Columbia/Colombie-Britannique,Port Moody--Coquitlam,Jessie Adcock Liberal/Libéral,Chief Digital Officer/Directrice de la stratégie digitale,16888,30.9,
2015,British Columbia/Colombie-Britannique,Port Moody--Coquitlam,Tim Laidler Conservative/Conservateur,Executive Director/Directeur exécutif,16112,29.5,
2015,British Columbia/Colombie-Britannique,Port Moody--Coquitlam,Marcus Madsen Green Party/Parti Vert,Digital Media Consultant/Consultant en médias numériques,1878,3.4,
2015,British Columbia/Colombie-Britannique,Port Moody--Coquitlam,Roland Verrier Marxist-Leninist/Marxiste-Léniniste,Retired Electrician/Electricien retraité,83,0.2,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,Bob Zimmer ** Conservative/Conservateur,Parliamentarian/Parlementaire,27237,52.5,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,Matt Shaw Liberal/Libéral,Teacher/Enseignant,12913,24.9,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,Kathi Dickie NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Education Director/Directrice d'éducation,8014,15.5,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,Elizabeth Biggar Green Party/Parti Vert,Grocery Distribution Coordinator/Coordinatrice en distributions de l'épicerie,2672,5.2,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,W. Todd Keller Libertarian/Libertarien,Heavy Equipment Operator/Opérateur d'équipement lourd,559,1.1,
2015,British Columbia/Colombie-Britannique,Prince George--Peace River--Northern Rockies,Barry Blackman PC Party/Parti PC,Professional Driver/Chauffeur professionnel,464,0.9,
2015,British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,Alice Wong ** Conservative/Conservateur,Educator/Éducatrice,17622,44.2,
2015,British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,Lawrence Woo Liberal/Libéral,Chartered Accountant/Comptable agréé,16486,41.4,
2015,British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,Jack Trovato NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Teacher/Enseignant,4602,11.5,
2015,British Columbia/Colombie-Britannique,Richmond Centre/Richmond-Centre,Vincent Chiu Green Party/Parti Vert,Student/Étudiant,1152,2.9,
2015,British Columbia/Colombie-Britannique,Saanich--Gulf Islands,Elizabeth May ** Green Party/Parti Vert,Parliamentarian/Parlementaire,37070,54.4,
2015,British Columbia/Colombie-Britannique,Saanich--Gulf Islands,Robert Boyd Conservative/Conservateur,Mortgage broker/Courtier en hypothèques,13260,19.5,
2015,British Columbia/Colombie-Britannique,Saanich--Gulf Islands,Tim Kane Liberal/Libéral,Media Consultant/Expert - conseil en médias,11380,16.7,
2015,British Columbia/Colombie-Britannique,Saanich--Gulf Islands,Alicia Cormier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Municipal Councillor/Conseillère municipale,6181,9.1,
2015,British Columbia/Colombie-Britannique,Saanich--Gulf Islands,Meghan Jess Porter Libertarian/Libertarien,Sales Associate/Associée aux ventes,249,0.4,
2015,British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,Nathan Cullen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,22531,51.1,
2015,British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,Tyler Nesbitt Conservative/Conservateur,Construction Manager/Directeur de travaux,10936,24.8,
2015,British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,Brad Layton Liberal/Libéral,Registered Forest Technologist/Technologue forestier certifié,8257,18.7,
2015,British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,Jeannie Parnell Green Party/Parti Vert,Community Developer/Agente de développement communautaire,1605,3.6,
2015,British Columbia/Colombie-Britannique,Skeena--Bulkley Valley,Don Spratt Christian Heritage Party/Parti de l'Héritage Chrétien,Minister/Ministre,780,1.8,
2015,British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Richard Cannings NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Biologist/Biologiste,24823,37.3,
2015,British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Marshall Neufeld Conservative/Conservateur,Realtor/Courtier en immeubles,19871,29.8,
2015,British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Connie Denesiuk Liberal/Libéral,Business Person/Personne d'affaires,18732,28.1,
2015,British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Samantha Troy Green Party/Parti Vert,Forestry Worker/Travailleuse forestière,2792,4.2,
2015,British Columbia/Colombie-Britannique,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Brian Gray Independent/Indépendant,Retired/Rétraité,376,0.6,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Dianne Lynn Watts Conservative/Conservateur,Business Executive/Chef d'entreprise,24934,44,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Judy Higginbotham Liberal/Libéral,Retired/Retraitée,23495,41.5,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Pixie Hobby NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Environmental Lawyer/Juriste spécialiste des questions d'environnement,5895,10.4,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Larry Colero Green Party/Parti Vert,Management Consultant/Consultant en gestion,1938,3.4,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Bonnie Hu Libertarian/Libertarien,Student/Etudiante,261,0.5,
2015,British Columbia/Colombie-Britannique,South Surrey--White Rock/Surrey-Sud--White Rock,Brian Marlatt PC Party/Parti PC,Writer/Écrivain,108,0.2,
2015,British Columbia/Colombie-Britannique,Steveston--Richmond East/Steveston--Richmond-Est,Joe Peschisolido Liberal/Libéral,Lawyer/Avocat,19486,45.1,
